timestamp,src_ip,dst_port,packet_len,prediction
14:09:21,192.168.1.5,500,88,BENIGN
14:09:21,162.159.198.2,61493,1264,BENIGN
14:09:21,192.168.1.5,500,88,BENIGN
14:09:21,192.168.1.5,500,211,BENIGN
14:09:21,192.168.1.5,500,164,BENIGN
14:09:21,192.168.1.5,500,212,BENIGN
14:09:21,162.159.198.2,61493,88,MALICIOUS
14:09:21,162.159.198.2,61493,409,BENIGN
14:09:21,192.168.1.5,500,88,BENIGN
14:09:21,162.159.198.2,61493,88,MALICIOUS
14:09:21,162.159.198.2,61493,88,MALICIOUS
14:09:21,162.159.198.2,61493,253,MALICIOUS
14:09:21,192.168.1.5,500,88,BENIGN
14:09:21,162.159.198.2,61493,155,MALICIOUS
14:09:21,192.168.1.5,500,88,BENIGN
14:09:21,192.168.1.5,500,164,BENIGN
14:09:21,162.159.198.2,61493,156,MALICIOUS
14:09:21,192.168.1.5,500,88,BENIGN
14:09:21,162.159.198.2,61493,333,BENIGN
14:09:21,162.159.198.2,61493,154,MALICIOUS
14:09:21,192.168.1.5,500,88,BENIGN
14:09:21,192.168.1.5,500,168,BENIGN
14:09:21,192.168.1.5,500,997,BENIGN
14:09:21,162.159.198.2,61493,88,MALICIOUS
14:09:21,162.159.198.2,61493,88,MALICIOUS
14:09:21,162.159.198.2,61493,88,MALICIOUS
14:09:21,162.159.198.2,61493,157,MALICIOUS
14:09:21,192.168.1.5,500,88,BENIGN
14:09:22,162.159.198.2,61493,162,MALICIOUS
14:09:22,192.168.1.5,500,88,BENIGN
14:09:22,192.168.1.5,500,166,BENIGN
14:09:22,162.159.198.2,61493,88,MALICIOUS
14:09:22,162.159.198.2,61493,220,MALICIOUS
14:09:22,192.168.1.5,500,88,BENIGN
14:09:22,192.168.1.5,500,170,BENIGN
14:09:22,162.159.198.2,61493,88,MALICIOUS
14:09:22,162.159.198.2,61493,158,MALICIOUS
14:09:22,192.168.1.5,500,88,BENIGN
14:09:22,192.168.1.5,0,74,MALICIOUS
14:09:22,162.159.198.2,0,74,MALICIOUS
14:09:22,162.159.198.2,61493,136,MALICIOUS
14:09:22,192.168.1.5,500,88,BENIGN
14:09:22,192.168.1.5,500,125,BENIGN
14:09:22,162.159.198.2,61493,88,MALICIOUS
14:09:22,162.159.198.2,61493,145,MALICIOUS
14:09:22,192.168.1.5,500,88,BENIGN
14:09:22,192.168.1.5,500,145,BENIGN
14:09:22,162.159.198.2,61493,145,MALICIOUS
14:09:22,162.159.198.2,61493,145,MALICIOUS
14:09:22,192.168.1.5,500,88,BENIGN
14:09:22,192.168.1.5,500,210,BENIGN
14:09:22,162.159.198.2,61493,145,MALICIOUS
14:09:22,162.159.198.2,61493,145,MALICIOUS
14:09:22,192.168.1.5,500,88,BENIGN
14:09:22,192.168.1.5,500,210,BENIGN
14:09:22,162.159.198.2,61493,88,MALICIOUS
14:09:22,162.159.198.2,61493,88,MALICIOUS
14:09:22,162.159.198.2,61493,88,MALICIOUS
14:09:23,162.159.198.2,61493,145,MALICIOUS
14:09:23,192.168.1.5,500,88,BENIGN
14:09:23,192.168.1.5,500,145,BENIGN
14:09:23,162.159.198.2,61493,88,MALICIOUS
14:09:23,162.159.198.2,61493,145,MALICIOUS
14:09:23,192.168.1.5,500,88,BENIGN
14:09:23,192.168.1.5,500,145,BENIGN
14:09:23,192.168.1.5,500,145,BENIGN
14:09:23,162.159.198.2,61493,88,MALICIOUS
14:09:23,162.159.198.2,61493,145,MALICIOUS
14:09:23,192.168.1.5,500,88,BENIGN
14:09:23,192.168.1.5,500,303,BENIGN
14:09:23,162.159.198.2,61493,88,MALICIOUS
14:09:23,162.159.198.2,61493,170,MALICIOUS
14:09:23,192.168.1.5,500,88,BENIGN
14:09:23,162.159.198.2,61493,164,MALICIOUS
14:09:23,192.168.1.5,500,88,BENIGN
14:09:23,192.168.1.5,500,125,BENIGN
14:09:23,162.159.198.2,61493,88,MALICIOUS
14:09:23,162.159.198.2,61493,495,BENIGN
14:09:23,192.168.1.5,500,88,BENIGN
14:09:23,192.168.1.5,500,219,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,411,BENIGN
14:09:23,192.168.1.5,500,1365,BENIGN
14:09:23,192.168.1.5,500,145,BENIGN
14:09:23,162.159.198.2,61493,88,MALICIOUS
14:09:23,162.159.198.2,61493,125,MALICIOUS
14:09:23,192.168.1.5,500,88,BENIGN
14:09:23,192.168.1.5,500,1337,BENIGN
14:09:23,162.159.198.2,61493,88,MALICIOUS
14:09:23,162.159.198.2,61493,125,MALICIOUS
14:09:23,192.168.1.5,500,88,BENIGN
14:09:23,162.159.198.2,61493,88,MALICIOUS
14:09:23,162.159.198.2,61493,125,MALICIOUS
14:09:23,192.168.1.5,500,88,BENIGN
14:09:23,162.159.198.2,61493,90,MALICIOUS
14:09:24,162.159.198.2,61493,137,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,90,MALICIOUS
14:09:24,162.159.198.2,61493,137,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,90,MALICIOUS
14:09:24,162.159.198.2,61493,137,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,192.168.1.5,500,1365,BENIGN
14:09:24,162.159.198.2,61493,90,MALICIOUS
14:09:24,162.159.198.2,61493,137,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,90,MALICIOUS
14:09:24,162.159.198.2,61493,137,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,90,MALICIOUS
14:09:24,162.159.198.2,61493,137,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,92,MALICIOUS
14:09:24,162.159.198.2,61493,145,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,192.168.1.5,500,1365,BENIGN
14:09:24,162.159.198.2,61493,92,MALICIOUS
14:09:24,162.159.198.2,61493,145,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,92,MALICIOUS
14:09:24,162.159.198.2,61493,145,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,92,MALICIOUS
14:09:24,162.159.198.2,61493,145,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,92,MALICIOUS
14:09:24,162.159.198.2,61493,145,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,92,MALICIOUS
14:09:24,162.159.198.2,61493,145,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,192.168.1.5,500,145,BENIGN
14:09:24,162.159.198.2,61493,180,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,92,MALICIOUS
14:09:24,162.159.198.2,61493,145,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,90,MALICIOUS
14:09:24,162.159.198.2,61493,137,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,125,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,192.168.1.5,500,125,BENIGN
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,559,BENIGN
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,192.168.1.5,500,160,BENIGN
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,156,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,192.168.1.5,500,125,BENIGN
14:09:24,192.168.1.5,500,188,BENIGN
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,192.168.1.5,500,182,BENIGN
14:09:24,192.168.1.5,500,182,BENIGN
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,145,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,125,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,232,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,192.168.1.5,500,125,BENIGN
14:09:24,162.159.198.2,61493,185,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,198,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,192.168.1.5,500,1363,BENIGN
14:09:24,192.168.1.5,500,145,BENIGN
14:09:24,192.168.1.5,500,125,BENIGN
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,173,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,125,MALICIOUS
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,192.168.1.5,500,125,BENIGN
14:09:24,192.168.1.5,500,1363,BENIGN
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,88,MALICIOUS
14:09:24,162.159.198.2,61493,1363,BENIGN
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,1363,BENIGN
14:09:24,192.168.1.5,500,88,BENIGN
14:09:24,162.159.198.2,61493,1102,BENIGN
14:09:24,192.168.1.5,500,88,BENIGN
14:09:25,192.168.1.5,500,211,BENIGN
14:09:25,192.168.1.5,500,164,BENIGN
14:09:25,192.168.1.5,500,1359,BENIGN
14:09:25,192.168.1.5,500,1363,BENIGN
14:09:25,192.168.1.5,500,1267,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,254,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,162.159.198.2,61493,156,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,192.168.1.5,500,210,BENIGN
14:09:25,162.159.198.2,61493,161,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,192.168.1.5,500,165,BENIGN
14:09:25,162.159.198.2,61493,959,BENIGN
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,162.159.198.2,61493,301,BENIGN
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,192.168.1.5,500,164,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,157,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,192.168.1.5,500,84,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,192.168.1.5,57621,86,MALICIOUS
14:09:25,192.168.1.5,500,191,BENIGN
14:09:25,192.168.1.5,500,191,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,125,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,162.159.198.2,61493,376,BENIGN
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,192.168.1.5,500,191,BENIGN
14:09:25,192.168.1.5,500,188,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,371,BENIGN
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,162.159.198.2,61493,125,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,192.168.1.5,500,190,BENIGN
14:09:25,192.168.1.5,500,186,BENIGN
14:09:25,162.159.198.2,61493,145,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,192.168.1.5,500,145,BENIGN
14:09:25,192.168.1.5,500,162,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,503,BENIGN
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,192.168.1.5,500,125,BENIGN
14:09:25,192.168.1.5,500,188,BENIGN
14:09:25,192.168.1.5,500,311,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,125,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,162.159.198.2,61493,473,BENIGN
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,162.159.198.2,61493,125,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,162.159.198.2,61493,88,MALICIOUS
14:09:25,192.168.1.5,500,251,BENIGN
14:09:25,162.159.198.2,61493,234,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,192.168.1.5,500,210,BENIGN
14:09:25,192.168.1.5,500,520,BENIGN
14:09:25,162.159.198.2,61493,157,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,192.168.1.5,500,145,BENIGN
14:09:25,192.168.1.5,500,300,BENIGN
14:09:25,162.159.198.2,61493,157,MALICIOUS
14:09:25,192.168.1.5,500,88,BENIGN
14:09:25,192.168.1.5,500,125,BENIGN
14:09:25,192.168.1.5,500,186,BENIGN
14:09:25,192.168.1.5,500,186,BENIGN
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,145,MALICIOUS
14:09:26,162.159.198.2,61493,145,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,90,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,252,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,137,MALICIOUS
14:09:26,162.159.198.2,61493,137,MALICIOUS
14:09:26,162.159.198.2,61493,137,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,192.168.1.5,500,170,BENIGN
14:09:26,192.168.1.5,500,125,BENIGN
14:09:26,192.168.1.5,500,279,BENIGN
14:09:26,192.168.1.5,500,478,BENIGN
14:09:26,162.159.198.2,61493,90,MALICIOUS
14:09:26,162.159.198.2,61493,170,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,332,BENIGN
14:09:26,162.159.198.2,61493,332,BENIGN
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,210,MALICIOUS
14:09:26,192.168.1.5,500,210,BENIGN
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,192.168.1.5,500,210,BENIGN
14:09:26,192.168.1.5,500,125,BENIGN
14:09:26,162.159.198.2,61493,90,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,125,MALICIOUS
14:09:26,162.159.198.2,61493,90,MALICIOUS
14:09:26,162.159.198.2,61493,125,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,125,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,90,MALICIOUS
14:09:26,162.159.198.2,61493,145,MALICIOUS
14:09:26,162.159.198.2,61493,145,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,90,MALICIOUS
14:09:26,162.159.198.2,61493,312,BENIGN
14:09:26,162.159.198.2,61493,125,MALICIOUS
14:09:26,162.159.198.2,61493,312,BENIGN
14:09:26,162.159.198.2,61493,125,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,312,BENIGN
14:09:26,162.159.198.2,61493,125,MALICIOUS
14:09:26,192.168.1.5,500,215,BENIGN
14:09:26,192.168.1.5,500,125,BENIGN
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,192.168.1.5,500,170,BENIGN
14:09:26,162.159.198.2,61493,90,MALICIOUS
14:09:26,162.159.198.2,61493,335,BENIGN
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,192.168.1.5,500,292,BENIGN
14:09:26,192.168.1.5,500,161,BENIGN
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,125,MALICIOUS
14:09:26,162.159.198.2,61493,125,MALICIOUS
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,125,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,170,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,161,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,242,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,192.168.1.5,500,125,BENIGN
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,218,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,192.168.1.5,500,300,BENIGN
14:09:26,162.159.198.2,61493,145,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,192.168.1.5,500,145,BENIGN
14:09:26,192.168.1.5,500,125,BENIGN
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,145,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,332,BENIGN
14:09:26,162.159.198.2,61493,145,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,192.168.1.5,500,210,BENIGN
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,145,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,162.159.198.2,61493,250,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:26,192.168.1.5,500,166,BENIGN
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,192.168.1.5,500,126,BENIGN
14:09:26,162.159.198.2,61493,88,MALICIOUS
14:09:26,162.159.198.2,61493,137,MALICIOUS
14:09:26,192.168.1.5,500,88,BENIGN
14:09:27,192.168.1.5,500,180,BENIGN
14:09:27,192.168.1.5,0,74,MALICIOUS
14:09:27,162.159.198.2,61493,88,MALICIOUS
14:09:27,162.159.198.2,61493,145,MALICIOUS
14:09:27,192.168.1.5,500,88,BENIGN
14:09:27,162.159.198.2,0,74,MALICIOUS
